1,295,46,782,279,14,97,545,230,60,0,11,48,3,8,114,3,44,5,21,3,
3,296,50,984,394,39,97,725,290,113,0,2,78,7,53,102,7,79,9,18,5,
4,501,79,1223,466,42,146,752,314,76,1,4,71,5,28,104,2,72,4,11,2,
11,524,82,1195,355,121,150,799,411,112,1,16,71,10,55,174,25,102,26,46,5,
5,391,74,1029,415,62,141,738,362,122,0,14,84,6,70,181,15,97,23,36,5,
5,469,81,1297,429,63,196,839,499,106,2,23,80,8,50,202,8,135,24,46,4,
7,674,116,1294,566,91,197,966,428,115,3,16,112,9,60,189,14,85,17,25,1,
1,341,61,1099,417,45,140,788,355,99,1,4,91,7,53,145,18,75,11,18,2,
0,227,25,820,205,47,78,545,247,44,1,5,37,19,50,115,12,46,15,16,0,
0,155,15,861,260,31,78,608,323,88,1,7,59,0,36,144,6,91,20,35,4,
7,377,88,853,276,54,125,696,335,89,4,23,75,3,10,143,8,91,22,52,7,
0,153,31,689,194,11,61,496,263,70,0,7,55,2,21,105,3,65,5,21,3,
3,283,45,659,247,36,91,475,228,47,0,6,49,1,22,91,2,43,7,10,0,
0,77,6,368,141,13,27,277,98,43,0,2,48,0,11,39,0,21,4,4,2,
0,210,35,865,369,10,74,744,321,115,0,2,106,0,5,95,1,83,6,25,5,
0,129,21,592,208,9,58,460,210,66,0,6,46,0,8,85,1,50,4,14,5,
0,189,19,641,232,17,65,432,157,52,0,0,46,1,12,72,8,31,5,12,2,
2,214,44,738,237,41,96,530,246,67,0,10,71,1,29,110,13,69,12,22,2,
0,210,45,647,211,15,69,377,171,52,0,2,30,2,14,73,1,30,5,11,1,
2,156,45,571,218,25,52,388,193,56,0,7,42,0,13,68,4,48,9,14,1,
0,113,18,446,124,6,34,286,115,32,0,0,33,0,5,42,0,15,2,4,1,
2,118,21,532,142,12,46,373,159,33,0,3,31,0,3,60,1,30,3,7,1,
1,138,31,433,134,5,56,290,104,72,0,0,46,2,2,37,0,34,0,11,4,
0,142,24,457,155,12,49,300,138,49,0,4,36,0,12,54,3,47,5,16,3,
6,331,51,659,212,39,97,408,153,30,0,7,38,0,12,61,0,27,6,10,0,
0,176,21,637,212,13,63,443,182,42,0,0,41,1,8,70,0,33,4,9,1,
1,281,66,785,278,37,88,586,278,68,1,6,80,4,28,75,4,56,11,17,2,
1,237,58,677,194,35,90,442,189,50,0,4,57,3,23,76,4,38,5,8,1,
5,298,66,949,365,53,143,658,373,95,0,10,90,5,48,159,12,94,18,27,3,
4,196,41,689,192,20,79,503,277,76,0,5,48,0,15,113,10,73,13,34,4,
0,147,21,463,170,22,65,286,156,37,0,4,27,1,10,52,0,22,12,16,0,
2,90,15,342,101,6,36,223,112,22,0,1,20,0,7,36,0,23,3,6,0,
0,95,13,299,85,4,20,187,74,20,0,0,24,1,2,23,0,9,1,5,0,
0,27,4,171,40,0,9,104,45,16,0,0,12,0,0,20,0,12,0,5,1,
0,27,3,117,30,0,3,69,42,6,0,0,7,1,0,28,0,15,0,8,0,
0,30,1,158,43,0,9,103,34,9,0,0,9,0,2,16,2,13,3,4,0,
0,54,19,196,63,2,17,152,86,19,0,0,22,0,3,31,0,18,0,6,0,
2,93,27,248,78,20,45,164,110,25,0,4,18,0,13,60,2,25,9,13,0,
0,106,23,321,179,6,62,262,139,58,0,1,51,2,10,85,1,43,5,14,2,
3,212,46,568,219,44,74,380,222,62,4,11,45,3,42,102,21,86,27,26,3,
1,174,28,671,220,15,81,472,210,51,0,1,60,4,5,93,1,42,4,9,1,
0,145,29,391,160,21,52,332,127,68,0,6,34,0,17,68,5,35,6,13,3,
1,280,33,826,320,21,114,542,298,96,1,7,55,13,20,157,4,82,10,32,4,
2,227,54,835,355,52,127,735,376,129,2,16,104,2,37,171,17,119,19,37,6,
11,454,105,1025,442,87,196,780,385,97,1,11,108,9,55,184,15,76,17,26,0,
3,383,57,1066,385,82,120,767,322,88,2,6,77,6,71,143,26,71,14,15,4,
1,283,55,874,329,20,97,686,308,82,0,3,82,9,18,101,1,56,7,13,3,
1,236,32,733,255,16,66,485,211,68,0,2,44,6,14,73,1,52,3,14,3,
6,429,79,1063,490,52,159,804,341,101,2,9,119,9,44,154,13,65,13,15,0,
13,568,180,1381,563,73,237,982,534,172,0,10,135,5,60,244,13,138,21,48,5,
0,308,46,934,408,34,119,686,310,118,0,6,97,9,39,134,13,92,11,28,5,
7,364,50,792,217,75,79,489,220,34,0,9,39,1,21,73,5,25,7,5,1,
1,327,56,900,406,14,114,703,275,108,0,4,101,5,19,111,4,51,4,18,2,
0,132,32,355,122,21,40,176,90,16,0,4,22,1,12,29,5,13,6,3,0,
1,80,15,285,124,4,15,178,50,21,0,0,26,1,3,20,2,5,0,1,0,
0,25,1,180,50,2,8,97,47,5,0,0,5,1,1,21,0,6,0,2,0,
0,43,10,163,57,4,16,126,45,8,0,0,16,0,2,18,0,8,1,3,0,
0,52,7,228,60,3,15,165,63,24,0,0,22,0,4,21,0,11,0,6,0,
0,43,4,156,36,0,16,87,44,7,0,2,7,0,0,16,0,11,0,6,0,
0,74,11,288,142,9,21,229,82,28,0,1,36,0,7,29,2,13,2,4,1,
0,159,37,355,168,7,44,315,107,38,0,0,35,1,4,33,0,22,0,4,1,
4,183,26,397,146,34,40,280,121,29,0,3,37,5,13,31,2,15,5,4,0,
1,130,22,375,126,1,36,347,163,50,0,3,38,1,0,62,1,47,2,17,4,
0,113,18,476,148,14,44,334,138,31,0,3,31,0,3,42,1,21,4,11,0,
4,261,48,739,237,23,106,469,243,54,0,9,44,3,14,103,2,49,5,16,2,
3,287,40,848,283,31,92,630,318,73,0,10,56,9,26,137,5,63,12,24,1,
14,402,104,744,245,113,162,516,342,69,3,28,71,5,52,139,16,80,31,24,1,
0,234,39,674,226,36,94,460,255,66,0,6,48,7,35,111,7,69,10,17,3,
2,243,64,651,348,19,173,528,311,116,0,9,92,5,19,186,2,108,9,37,5,
6,464,129,906,556,60,214,761,457,196,0,13,144,4,53,212,12,139,21,50,9,
3,349,59,894,365,45,166,818,367,116,0,11,94,3,33,190,8,91,18,36,4,
3,244,43,983,366,19,118,741,379,146,0,11,101,2,17,138,4,141,7,44,10,
2,282,44,665,227,27,62,451,180,52,0,1,46,6,21,51,1,33,3,7,2,
1,185,29,558,210,8,53,348,142,41,0,2,35,4,16,76,0,29,5,10,0,
5,242,57,686,278,22,84,507,217,99,0,4,81,3,17,93,3,66,4,20,5,
0,104,16,466,130,23,42,330,189,38,0,1,44,4,20,69,5,52,8,9,1,
0,132,16,398,207,4,32,286,98,41,0,1,45,3,9,41,0,17,1,1,1,
0,219,31,536,179,28,58,334,134,29,1,3,43,3,20,48,3,17,6,5,0,
3,218,51,541,201,15,88,428,173,63,0,3,54,4,18,72,0,36,3,13,1,
0,161,32,551,266,27,72,417,196,65,0,3,68,5,26,95,5,53,10,12,1,
1,265,36,860,262,62,91,541,251,51,1,5,47,5,49,109,11,51,16,12,1,
2,329,55,1013,280,48,105,722,322,66,0,10,72,4,21,100,5,49,8,16,1,
4,481,96,1049,489,42,193,774,419,126,0,15,114,15,28,159,5,86,14,28,3,
5,551,104,1478,720,70,247,1166,559,218,0,10,160,7,74,239,13,191,18,52,13,
10,671,113,1480,609,114,240,1091,591,176,0,22,131,12,88,266,17,170,27,42,10,
2,377,65,885,369,46,149,732,385,132,0,9,83,10,50,201,6,125,17,54,7,
10,339,92,702,378,59,175,684,322,114,0,4,127,7,37,171,10,110,12,27,3,
7,287,80,640,245,24,97,456,199,67,0,2,93,5,10,52,3,29,4,8,1,
3,303,111,586,319,22,209,582,289,139,0,12,120,3,12,176,0,122,6,47,9,
1,223,47,519,223,32,79,405,244,59,0,5,45,8,30,95,6,66,10,16,2,
