"","x"
"1",0.50751269035533
"2",0.108914437945954
"3",0.108914437945954
"4",0.108914437945954
"5",0.108914437945954
"6",0.108676551143638
"7",0.108820455318128
"8",0.109014356978855
"9",0.108993660367687
"10",0.10886075018872
"11",0.10886075018872
"12",0.10890036759543
"13",0.108911788699072
"14",0.108721809183487
"15",0.0758598942697065
"16",0.0777724908410199
"17",0.0777587416497434
"18",0.077662560643879
"19",0.0783563821721113
"20",0.0781158927393375
"21",0.0815601482745929
"22",0.0806717753523571
"23",0.0821805003708969
"24",0.0820868457499914
"25",0.0792676417830284
"26",0.114251457090552
"27",0.114292745168849
"28",0.114223106038695
"29",0.101356153176373
"30",0.101220205208419
"31",0.101503293067586
"32",0.101649134899194
"33",0.101456318018863
"34",0.101480303583349
"35",0.100879672684739
"36",0.101796555726924
"37",0.101758899511101
"38",0.106372410184787
"39",0.0677030112735763
"40",0.0681341110049602
"41",0.0673955679952096
"42",0.0668338186592235
"43",0.0666778863297973
"44",0.0577847592485507
"45",0.0565830456923775
"46",0.0574070758591074
"47",0.0574136197280458
"48",0.0572938466914426
"49",0.0578961711594891
"50",0.0579346614296289
"51",0.0456203657924674
"52",0.0456085200376605
"53",0.0457262787078096
"54",0.0457315662325737
"55",0.0459062330069796
"56",0.043703298918308
"57",0.0436070703232133
"58",0.0434200682931647
"59",0.0434200682931647
"60",0.0458089897379948
"61",0.045901470573657
"62",0.0454805673031037
"63",0.0455983584281623
"64",0.0455955036568926
"65",0.0162304440949114
"66",0.0449263534794757
"67",0.0449277825115505
"68",0.0453555081077904
"69",0.0452833900753906
"70",0.0320903391469614
"71",0.0313318667032777
"72",0.0313391821963916
"73",0.03143739023027
"74",0.0314382267140617
"75",0.0312331642389996
"76",0.0312447638007993
"77",0.0312447638007993
"78",0.0214916986720539
"79",0.0173072968676412
"80",0.0173251889313971
"81",0.0173252890317603
"82",0.0173202310379376
"83",0.017324740625046
"84",0.0181238005057556
"85",0.0181206771082739
"86",0.0181260621594445
"87",0.0181262977958302
"88",0.0181264226948545
"89",0.018107271227979
"90",0.0199950515926533
"91",0.0199951531148495
"92",0.0199881278795864
"93",0.0199881040428306
"94",0.0199882318686598
"95",0.0199523211983097
"96",0.0199514311255487
"97",0.0199572672125039
"98",0.0282839594086125
"99",0.029357446756507
"100",0.0293392847065531
"101",0.0293363975263512
"102",0.0293523748248983
"103",0.0293421344337765
"104",0.0292618898277741
"105",0.0290469121478561
"106",0.0290262676219747
"107",0.0290629450736395
"108",0.028997330799879
"109",0.0289780877001076
"110",0.0289633358511305
"111",0.0289633358511305
"112",0.0288629777112905
"113",0.0288709378998835
"114",0.0289012217619427
"115",0.0289152920379264
"116",0.0289072675220554
"117",0.0288986482863174
"118",0.0286977046912897
"119",0.0289210742486874
"120",0.0289062880452035
"121",0.0288490976006375
"122",0.028894506923731
"123",0.0290504925020352
"124",0.0290504925020352
"125",0.0290524870570371
"126",0.0294667312057005
"127",0.029316354090266
"128",0.02914283417677
"129",0.0294431210655346
"130",0.0296967875131748
"131",0.0296059379095421
"132",0.0293206878924025
"133",0.0293206878924025
"134",0.0292704409718267
"135",0.0292832700821272
"136",0.0291949543435469
"137",0.029186775246508
"138",0.0244977189545676
"139",0.0244200063834962
"140",0.0244642433253136
"141",0.0243035164453139
"142",0.0171194807101403
"143",0.0171275424701057
"144",0.0171231085045553
"145",0.0168088577246394
"146",0.0165068559214787
"147",0.0165068120987329
"148",0.0165067675192003
"149",0.0165453636438004
"150",0.0165453636438004
"151",0.0165287140842883
"152",0.0165087351229747
"153",0.0165104463437327
"154",0.0165104463437327
"155",0.0165283807736416
"156",0.0165304458879275
"157",0.0165304458879275
"158",0.0164953584936446
"159",0.0164761346108379
"160",0.0164624470485679
"161",0.0164624470485679
"162",0.0165308386616496
"163",0.0165378279986836
"164",0.0165378503760551
"165",0.0165378732319958
"166",0.0127416439638256
"167",0.0127416161614417
"168",0.0127403993979646
"169",0.0127421259887977
"170",0.012723983959429
"171",0.0131653979988206
"172",0.0131730474069729
"173",0.0131662216937584
"174",0.0176515602998752
"175",0.017825990780145
"176",0.0178465590488357
"177",0.017848710398784
"178",0.017848710398784
"179",0.0178583431408573
"180",0.0178583431408573
"181",0.0178621928308909
"182",0.0178291018837797
"183",0.0178296860426548
"184",0.0211877892930894
"185",0.0211327475078168
"186",0.0242798687234423
"187",0.0242801997157577
"188",0.020076751368962
"189",0.0200836609670677
"190",0.0200783294038398
"191",0.0200783294038398
"192",0.0199762376847151
"193",0.019975345611951
"194",0.0199752710409265
"195",0.0200005789052917
"196",0.0199995573976693
"197",0.0199940297036939
"198",0.0199539409665687
"199",0.0199542776015583
"200",0.0200751715874414
"201",0.0200749429538573
"202",0.0182297170701845
"203",0.0182624909052734
"204",0.0182653477928996
"205",0.0187051175708016
"206",0.018705531099864
"207",0.0187054136818854
"208",0.018705436537827
"209",0.0186992777713881
"210",0.0187049587258568
"211",0.0186993890486649
"212",0.0187174776534959
"213",0.0191694258029615
"214",0.0191071035248839
"215",0.0177735854773844
"216",0.0177735854773844
"217",0.0178048557529837
"218",0.0178050765534697
"219",0.0178051003693178
"220",0.0151654344718161
"221",0.0151632235294414
"222",0.015172696273233
"223",0.0151741704875044
"224",0.0151740000537248
"225",0.0151740000537248
"226",0.0151720235992056
"227",0.0151722245941715
"228",0.0151781634960438
"229",0.0151781634960438
"230",0.0151781411305583
"231",0.0151703334053849
"232",0.0151697185866443
"233",0.0151662672532357
"234",0.015162162732129
"235",0.0151590496159819
"236",0.0151590496159819
"237",0.015159027699999
"238",0.0151589810733715
"239",0.0151605087329977
"240",0.0151247425965548
"241",0.0151361288544189
"242",0.0151275661444372
"243",0.0151280249682138
"244",0.0157034775254939
"245",0.0157034775254939
"246",0.0158574652475123
"247",0.0158403672074811
"248",0.0158358988614781
"249",0.0158358988614781
"250",0.015842876961754
"251",0.015842876961754
"252",0.015842966395175
"253",0.0158351390861406
"254",0.0158350496527197
"255",0.0158350496527197
"256",0.0158350496527197
"257",0.0158349060197966
"258",0.0158419028861997
"259",0.0158111743094067
"260",0.0171164124444002
"261",0.0171164124444002
"262",0.0171164124444002
"263",0.0171149328771093
"264",0.012696976773781
"265",0.0126968873261031
"266",0.0126973664779691
"267",0.0128208018206843
"268",0.0128208018206843
"269",0.0128210718289919
"270",0.0127607397408033
"271",0.0127624048709446
"272",0.0127621916784242
"273",0.0127880109209412
"274",0.012791544330098
"275",0.0127912728244147
"276",0.0127940759913007
"277",0.0127941189175622
"278",0.0127941189175622
"279",0.012792522503004
"280",0.0127918888360032
"281",0.0143566096766851
"282",0.0143541463509031
"283",0.0143541463509031
"284",0.0143290864082193
"285",0.0143393600637682
"286",0.0144623368679851
"287",0.0144628400548235
"288",0.0144674165528207
"289",0.0144644305957472
"290",0.0144671813590331
"291",0.0144719214328597
"292",0.014466626536728
"293",0.014466626536728
"294",0.014466626536728
"295",0.0144658777131798
"296",0.01446823825032
"297",0.0144692048502565
"298",0.0144716779777272
"299",0.0144774913132892
"300",0.0144291793885207
"301",0.0143065440516479
"302",0.0143065440516479
"303",0.0144730695247567
"304",0.0144739715538278
"305",0.014151823374962
"306",0.014151823374962
"307",0.0141553156933281
"308",0.0141553156933281
"309",0.0141566690856477
"310",0.0141569858571907
"311",0.0141489382457995
"312",0.0141440816949451
"313",0.0141416223585204
"314",0.0141416733083893
"315",0.0141416733083893
"316",0.0127502426207714
"317",0.0127539863717376
"318",0.0127544851038223
"319",0.0127527491252834
"320",0.0127488134549471
"321",0.0126806100839863
"322",0.0126806666540888
"323",0.0138662899278088
"324",0.0138665781145087
"325",0.0138663960837286
"326",0.0138657138485077
"327",0.0138643586293385
"328",0.0138574689799897
"329",0.013524523050063
"330",0.0135207646105349
"331",0.0135193134895151
"332",0.0138029351502581
"333",0.0138034806008972
"334",0.0138045604428713
"335",0.0138005516287482
"336",0.0137984105557136
"337",0.0138000597422989
"338",0.0138002664071575
"339",0.0138002664071575
"340",0.0137998812901781
"341",0.014121209362621
"342",0.0141212507344982
"343",0.0141045869943922
"344",0.0140958864709948
"345",0.014100819965885
"346",0.0141029348087064
"347",0.0141029348087064
"348",0.0141123226169377
"349",0.0141097342229656
"350",0.0141128030619225
"351",0.01410455482195
"352",0.0141033604175602
"353",0.0141079070159276
"354",0.0141030630299053
"355",0.0141056397237177
"356",0.0141024599456119
"357",0.0141058560236748
"358",0.014118711304806
"359",0.0247565460859309
"360",0.0247631343923674
"361",0.0147052176828006
"362",0.0147072863640281
"363",0.0147110593316326
"364",0.0147132096605368
"365",0.0147147923090143
"366",0.0147148327083903
"367",0.027381882820829
"368",0.0277229655080104
"369",0.027716499202491
"370",0.0277394101879174
"371",0.0277344168090655
"372",0.0277198515281429
"373",0.0280106438926961
"374",0.0280140709887802
"375",0.027941317409829
"376",0.0279420754329107
"377",0.0279561257482119
"378",0.0279537426038099
"379",0.0269383089527857
"380",0.0266620762662366
"381",0.026839403908846
"382",0.0268613310683206
"383",0.0252437053629686
"384",0.0140568522421654
"385",0.0140545567212067
"386",0.0139436700886396
"387",0.0139427309338746
"388",0.0139413544750641
"389",0.0139393597790202
"390",0.0139393605171056
"391",0.0139385963150851
"392",0.0139382107042668
"393",0.0139385100700087
"394",0.0139490945089655
"395",0.0139589175497781
"396",0.0130742625734987
"397",0.013072945551202
"398",0.0130720568516376
"399",0.0130754494371046
"400",0.013188491584717
"401",0.0131892512630943
"402",0.013190412937097
"403",0.0139292206281195
"404",0.0139292206281195
"405",0.0139244644107627
"406",0.0139189317150868
"407",0.0139170364667051
"408",0.0139164341425917
"409",0.0139219950212569
"410",0.0139219950212569
"411",0.0139294869919285
"412",0.0139304873160158
"413",0.0139228529444412
"414",0.0139227207587797
"415",0.0139225865639012
"416",0.0139238914355177
"417",0.0139283350021043
"418",0.0139273231112124
"419",0.0140810266213162
"420",0.0140811141365931
"421",0.0140829208067254
"422",0.0140862541760257
"423",0.0140732922305196
"424",0.0140721520402199
"425",0.0140695520744054
"426",0.0140701216805969
"427",0.0140690580454238
"428",0.0142307645796968
"429",0.0142330561440111
"430",0.0142330070198075
"431",0.0142340211391093
